Nome Pessoa,Matrícula,CPF,Cargo,A pessoa é Gestor? (SIM/NÃO),E-mail corporativo,Unidade de Trabalho,"Vínculo com a Empresa (Próprio, Terceiro e Outros)",CPF Gestor Direto,Turno de trabalho (Horário Início),Turno de trabalho (Horário Fim),Função(ões),Data de início na função,Data Último Mapeamento Gestor,Nome Responsável Mapeamento,Necessidade Supervisão (Mapeamento Gestor),Leitura Contexto (Mapeamento Gestor),Agilidade (Mapeamento Gestor),Pressão Temporal (Mapeamento Gestor),Flexibilidade ao Imprevisto (Mapeamento Gestor),Média Mapeamento Gestor,Data Último Automapeamento,Necessidade Supervisão (Automapeamento),Leitura Contexto (Automapeamento),Agilidade (Automapeamento),Pressão Temporal (Automapeamento),Flexibilidade ao Imprevisto (Automapeamento),Média Automapeamento,Média Mapeamento Final,Data Último Mapeamento,Nome Coletivo Pessoa está alocada,"Tipo do Coletivo que a pessoa está alocada (Mínimo Simples, Mínimo Híbrido, Expandido Simples, Expandido de Gestor)",Nome do Coletivo PAI do Coletivo que a pessoa está alocada (Célula AE),Nome Coletivo de Gestor,Similaridade Real,Data Última Similaridade Real,Similaridade Planejada
Samantha Jones,50042110,68314870684,ENGENHEIRO,Não,samantha.jones@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,12-05-17,2023-03-29 13:18:17 UTC,,9,8,5,7,6,7,2023-03-29 13:18:17 UTC,9,9,7,8,6,7.8,7.4,2023-03-29 13:18:17 UTC,,,,,,,
Judith Webster,50012029,65991150630,ENGENHEIRO,Não,judith.webster@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-11-09,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Ruth Parker,50051440,45685394632,ENGENHEIRO,Não,ruth.parker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,12-10-20,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Christian Young,50041952,15680820617,ENGENHEIRO,Não,christian.young@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,12-05-17,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lisa Forbes,2172812,2261865040,ENGENHEIRO,Não,lisa.forbes@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Bernard Morris,50053864,74205078641,ENGENHEIRO,Não,bernard.morris@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,07-01-21,2023-04-06 20:54:03 UTC,Susan Carter,9,10,10,10,10,9.8,2023-04-06 20:54:03 UTC,10,10,11,9,10,10,9.9,2023-04-06 20:54:03 UTC,,,,,,,
Nicole Griffin,50049117,54451684684,ENGENHEIRO,Não,nicole.griffin@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,01-08-20,2023-11-21 18:15:29 UTC,Susan Carter,10,9,10,9,8,9.2,2023-11-21 18:15:29 UTC,10,10,11,9,10,10,9.6,2023-11-21 18:15:29 UTC,,,,,,,
Cynthia Clarke,50055951,33066568601,ENGENHEIRO,Não,cynthia.clarke@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,12-16-21,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Roger Pearson,50044482,33953570668,ENGENHEIRO,Não,roger.pearson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-08-18,2024-05-23 18:28:04 UTC,Susan Carter,7,8,9,8,9,8.2,2024-05-23 18:28:04 UTC,9,9,7,8,6,7.8,0,2024-05-23 18:28:04 UTC,,,,,,,
Cynthia Clarke,50055951,33066568601,ENGENHEIRO,Não,cynthia.clarke@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-16-21,2024-02-21 17:19:28 UTC,Susan Carter,9,8,5,7,6,7,2024-02-21 17:19:28 UTC,9,9,7,8,6,7.8,7.4,2024-02-21 17:19:28 UTC,,,,,,,
Kevin Miller,573228,78480879050,ESTAGIÁRIO,Não,kevin.miller@situated.com.br,,Outros,30086010654,7:00:00,17:00:00,Estagiário DEV - Aeronaves Civis,04-01-22,2023-03-29 13:18:25 UTC,Katie Sanders,9,8,9,6,7,7.8,2023-03-29 13:18:25 UTC,9,8,8,8,7,8,7.9,2023-03-29 13:18:25 UTC,DEV: Aviação Civil,Expandido de Gestor,G1: DEV - SW Embarcado,DEV: Aviação Civil,,,
Harold Richards,50041816,28584935614,ENGENHEIRO,Não,harold.richards@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-01-17,2023-03-29 13:18:19 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Rebecca Campbell,50055637,50854397671,CONSULTOR,Não,rebecca.campbell@situated.com.br,Belo Horizonte,Próprio,77163080689,7:00:00,17:00:00,Q&A de Processos,11-16-21,2024-05-27 21:47:33 UTC,James Miller,8,8,8,7,8,7.8,2024-05-27 21:47:33 UTC,9,8,8,8,8,8.2,8,2024-05-27 21:47:33 UTC,G1: DEV - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G1: DEV - SW Embarcado,,,
Madison Gray,50038903,90121065677,ENGENHEIRO,Não,madison.gray@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-03-16,2023-03-29 13:18:19 UTC,,6,6,6,6,6,6,2023-03-29 13:18:19 UTC,0,0,0,0,0,0,6,,,,,,,,
Dylan Saunders,50043725,42371614637,ENGENHEIRO,Não,dylan.saunders@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,03-09-18,2023-03-29 13:18:19 UTC,,5,6,5,7,6,5.8,2023-03-29 13:18:19 UTC,0,0,0,0,0,0,5.8,,,,,,,,
Jack Morgan,50018640,25526838609,ENGENHEIRO,Não,jack.morgan@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,07-11-11,2023-03-29 13:18:26 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Jeffrey Ford,50032734,85368641680,ENGENHEIRO,Não,jefrey.ford@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,09-01-14,2023-03-29 13:18:26 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Valerie Perry,50052543,70775097616,ENGENHEIRO,Não,valerie.perry@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-21,2023-08-04 12:06:04 UTC,Susan Carter,8,7,8,6,7,7.2,2023-08-04 12:06:04 UTC,9,9,7,8,6,7.8,7.5,2023-08-04 12:06:04 UTC,,,,,,,
Bryan Reed,50053894,98517745612,ENGENHEIRO,Não,bryan.reed@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,07-01-21,2023-06-27 13:53:16 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Damian Gelbero,50042076,66065372668,ENGENHEIRO,Não,damian.gelbero@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,12-05-17,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Marie O'ryan,50041270,57009324662,ENGENHEIRO,Não,marie.oryan@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,08-11-17,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Bryan Reed,50053894,98517745612,ENGENHEIRO,Não,bryan.reed@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,07-01-21,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lucille Phillips,50047372,11668746646,SUPERVISOR TÉCNICO,Não,lucille.phillips@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Júnior de Q&A (1),05-08-19,2023-03-29 13:18:29 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Charles Johnson,50047863,55562536684,ENGENHEIRO,Não,charles.johnson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Suporte Operacional,07-10-19,2024-01-09 18:41:36 UTC,Susan Carter,8,5,8,6,6,6.6,2024-01-09 18:41:36 UTC,8,7,9,8,7,7.8,7.2,2024-01-09 18:41:36 UTC,Suporte Operacional - Turno C,Mínimo Simples,Suporte Operacional,SW EMBARCADO: DEV - V&V,,,
Sarah Rodriguez,50024586,16169824620,ENGENHEIRO,Não,sarah.rodriguez@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,12-17-12,2023-03-29 13:18:29 UTC,,11,10,11,11,10,10.6,2023-03-29 13:18:29 UTC,11,10,11,11,9,10.4,10.5,2023-03-29 13:18:29 UTC,,,,,,,
Harry Gagnon,50032873,24498985656,ENGENHEIRO,Não,harry.gagnon@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,09-16-14,2024-01-09 17:05:40 UTC,Robert Evans,12,11,12,11,11,11.4,2024-01-09 17:05:40 UTC,11,11,12,11,11,11.2,11.3,2024-01-09 17:05:40 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Albert Henderson,50053204,65678537601,ENGENHEIRO,Não,albert.henderson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,05-07-21,2023-03-29 13:18:21 UTC,,9,8,10,9,9,9,2023-03-29 13:18:21 UTC,10,10,11,9,10,10,9.5,2023-03-29 13:18:21 UTC,,,,,,,
Rebecca Campbell,50055637,50854397671,CONSULTOR,Não,rebecca.campbell@situated.com.br,Belo Horizonte,Próprio,77163080689,7:00:00,17:00:00,Regulamentos de Aviação,11-16-21,2023-03-29 13:18:21 UTC,James Miller,12,10,11,9,9,10.2,2023-03-29 13:18:21 UTC,11,11,11,10,10,10.6,10.4,2023-03-29 13:18:21 UTC,G1: DEV - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G1: DEV - SW Embarcado,,,
Natalie Wilson,50041819,95732861653,ENGENHEIRO,Não,natalie.wilson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Supervisor de Performance de SW,11-01-17,2023-03-29 13:18:29 UTC,,11,11,11,9,11,10.6,2023-03-29 13:18:29 UTC,10,9,9,8,10,9.2,9.9,2023-03-29 13:18:29 UTC,,,,,,,
Nancy Byrne,50047623,28534934665,ENGENHEIRO,Não,nancy.byrne@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Suporte Operacional,06-05-19,2024-01-09 18:41:36 UTC,Susan Carter,12,11,11,11,10,11,2024-01-09 18:41:36 UTC,11,10,10,10,9,10,10.5,2024-01-09 18:41:36 UTC,Suporte Operacional - Turno C,Mínimo Simples,Suporte Operacional,SW EMBARCADO: DEV - V&V,,,
Natalie Baker,50041744,47999077607,ENGENHEIRO,Não,natalie.baker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,11-01-17,2023-03-29 13:18:21 UTC,,4,4,5,1,2,3.2,2023-03-29 13:18:21 UTC,5,4,5,2,3,3.8,3.5,2023-03-29 13:18:21 UTC,,,,,,,
Bobby Gibson,50041764,80899900615,ENGENHEIRO,Não,bobby.gibson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,11-01-17,2023-03-29 13:18:21 UTC,,8,10,9,10,9,9.2,2023-03-29 13:18:21 UTC,10,9,9,8,9,9,9.1,2023-03-29 13:18:21 UTC,,,,,,,
Timothy Fisher,50042209,41847735673,ENGENHEIRO,Não,timothy.fisher@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-11-17,2024-05-21 14:36:52 UTC,Susan Carter,9,8,5,5,6,6.6,2024-05-21 14:36:52 UTC,9,9,7,8,6,7.8,0,2024-05-21 14:36:52 UTC,,,,,,,
Peter Payne,50043413,71361584602,ENGENHEIRO,Não,peter.payne@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,02-09-18,2024-01-09 17:05:40 UTC,Robert Evans,8,7,8,7,8,7.6,2024-01-09 17:05:40 UTC,8,7,8,7,8,7.6,7.6,2024-01-09 17:05:40 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Charlotte Evans,50052865,49099483686,ENGENHEIRO,Não,charlotte.evans@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,04-12-21,2024-02-21 17:19:10 UTC,Susan Carter,9,8,5,5,6,6.6,2024-02-21 17:19:10 UTC,9,9,7,8,6,7.8,0,2024-02-21 17:19:10 UTC,,,,,,,
Kevin Carter,50023926,56183298670,ENGENHEIRO,Não,kevin.carter@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,09-04-12,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Arthur Cox,50053205,70439261651,ENGENHEIRO,Não,arthur.cox@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-01-17,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Walter Pearce,50019427,47020062660,ENGENHEIRO,Não,walter.pearce@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,10-04-11,2024-01-09 17:05:41 UTC,Robert Evans,9,8,9,8,6,8,2024-01-09 17:05:41 UTC,9,8,9,8,6,8,8,2024-01-09 17:05:41 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Loren Cardoso,8374629,22589717059,ANALISTA,Não,loren.cardoso@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Tracy Rodriguez,50045401,5505723683,ENGENHEIRO,Não,tracy.rodriguez@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,10-09-18,2023-03-29 13:18:24 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Alexis Roberts,50041784,88213708601,ENGENHEIRO,Não,alexis.roberts@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,11-01-17,2023-03-29 13:18:24 UTC,,11,10,9,9,9,9.6,2023-03-29 13:18:24 UTC,9,10,9,8,9,9,9.3,2023-03-29 13:18:24 UTC,,,,,,,
Loren Cardoso,8374629,22589717059,ANALISTA,Não,loren.cardoso@situated.com.br,,Próprio,,7:00:00,17:00:00,teste,06-01-22,2023-03-29 13:18:19 UTC,,1,1,1,1,1,1,2023-03-29 13:18:19 UTC,0,0,0,0,0,0,1,,,,,,,,
Loren Cardoso,8374629,22589717059,ANALISTA,Não,loren.cardoso@situated.com.br,,Próprio,,7:00:00,17:00:00,Garantia de Qualidade,06-01-22,2023-03-29 13:18:19 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Justine Russell,50049134,84702891600,ENGENHEIRO,Não,justine.russell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,01-08-20,2023-03-29 13:18:30 UTC,,12,11,12,11,11,11.4,2023-03-29 13:18:30 UTC,11,10,10,11,11,10.6,11,2023-03-29 13:18:30 UTC,,,,,,,
Brandon Grant,50041486,18836218601,ENGENHEIRO,Não,brandon.grant@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,09-15-17,2023-03-29 13:18:30 UTC,,11,11,10,11,10,10.6,2023-03-29 13:18:30 UTC,12,11,11,11,10,11,10.8,2023-03-29 13:18:30 UTC,,,,,,,
Loren Cardoso,8374629,22589717059,ANALISTA,Não,loren.cardoso@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-01-22,2024-05-28 16:30:32 UTC,Susan Carter,4,3,3,2,1,2.6,2024-05-28 16:30:32 UTC,5,3,3,2,2,3,2.8,2024-05-28 16:30:32 UTC,SW EMBARCADO: DEV - V&V,Expandido de Gestor,,SW EMBARCADO: DEV - V&V,,,
Anne Sullivan,572723,74130187058,ESTAGIÁRIO,Não,anne.sullivan@situated.com.br,,Outros,44574740612,7:00:00,17:00:00,Estagiário DEV - Aeronaves Militares,01-01-21,2023-03-29 13:18:25 UTC,David Bennett,0,0,0,0,0,0,,2,2,2,2,2,2,2,2023-03-29 13:18:25 UTC,DEV: Aviação Militar,Expandido de Gestor,G1: DEV - SW Embarcado,DEV: Aviação Militar,,,
Jacob Tremblay,2093846,28450635047,ESTAGIÁRIO,Não,jacob.tremblay@situated.com.br,,Outros,57087628615,7:00:00,17:00:00,Estagiário V&V - Aeronaves Militares,08-04-21,2023-03-29 13:18:25 UTC,Bruce Cole,6,5,6,5,4,5.2,2023-03-29 13:18:25 UTC,5,6,5,4,4,4.8,5,2023-03-29 13:18:25 UTC,V&V: Aviação Militar,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Militar,,,
Betty Armstrong,93847,72499030046,ENGENHEIRO,Não,betty@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,07-31-23,2023-08-29 12:38:52 UTC,Susan Carter,10,7,8,5,3,6.6,2023-08-29 12:38:52 UTC,10,10,11,9,10,10,0,2023-08-29 12:38:52 UTC,,,,,,,
Sophie Barnes,50042052,41000275671,ENGENHEIRO,Não,sophie.barnes@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,12-05-17,2023-03-29 13:18:15 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Andrew Williams,50050750,54469841617,ENGENHEIRO,Não,andrew.williams@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Suporte Operacional,09-10-20,2024-10-02 20:34:57 UTC,,12,12,12,12,12,12,2024-10-02 20:34:57 UTC,7,7,6,5,4,5.8,0,2024-10-02 20:34:57 UTC,,,,,,,
Jacqueline Shaw,50047861,58831388614,ENGENHEIRO,Não,jacqueline.shaw@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,07-10-19,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Brittney Griner,1031515,1935382020,ESTAGIÁRIO,Não,brittney.griner@situated.com.br,,Outros,68460533603,7:00:00,17:00:00,Estagiário V&V - Aeronaves Civis,03-26-21,2023-03-29 13:18:25 UTC,Robert Evans,7,6,6,4,5,5.6,2023-03-29 13:18:25 UTC,7,6,6,5,5,5.8,5.7,2023-03-29 13:18:25 UTC,V&V: Aviação Civil,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Civil,,,
Jacqueline Shaw,50047861,58831388614,ENGENHEIRO,Não,jacqueline.shaw@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,07-10-19,2024-05-28 16:32:28 UTC,Susan Carter,10,9,10,10,9,9.6,2024-05-28 16:32:28 UTC,10,10,11,9,10,10,9.8,2024-05-28 16:32:28 UTC,,,,,,,
Walter Pearce,50019427,47020062660,ENGENHEIRO,Não,walter.pearce@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,10-04-11,2024-05-23 18:26:23 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Stephen Butler,50041635,3836153645,ENGENHEIRO,Não,stephen.butler@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,10-10-17,2023-03-29 13:18:25 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kevin Bley,2039567,27127769095,ENGENHEIRO DE SOFTWARE ESPECIALISTA,Não,kevin.bley@situated.com.br,,Próprio,68460533603,7:00:00,17:00:00,Consultor V&V - Aeronaves Civis,04-30-13,2023-03-29 13:18:26 UTC,Robert Evans,9,7,9,6,8,7.8,2023-03-29 13:18:26 UTC,8,7,9,8,7,7.8,7.8,2023-03-29 13:18:26 UTC,V&V: Aviação Civil,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Civil,,,
Kevin Bley,2039567,27127769095,ENGENHEIRO DE SOFTWARE ESPECIALISTA,Não,kevin.bley@situated.com.br,,Próprio,57087628615,7:00:00,17:00:00,Consultor V&V - Aeronaves Militares ,04-30-13,2023-03-29 13:18:26 UTC,Bruce Cole,3,2,4,2,1,2.4,2023-03-29 13:18:26 UTC,4,2,3,2,2,2.6,2.5,2023-03-29 13:18:26 UTC,V&V: Aviação Militar,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Militar,,,
Martha Holmes,50050437,2878569687,ENGENHEIRO,Não,martha.holmes@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,05-06-20,2023-08-14 13:27:21 UTC,Susan Carter,11,10,9,9,9,9.6,2023-08-14 13:27:21 UTC,10,10,11,9,10,10,9.8,2023-08-14 13:27:21 UTC,,,,,,,
Theresa Jones,50041751,56376672680,GERENTE,Sim,theresa.jones@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Gerente de V&V - Software Embarcado,11-01-17,2024-01-09 17:12:36 UTC,Susan Carter,10,9,10,8,9,9.2,2024-01-09 17:12:36 UTC,9,8,9,7,8,8.2,8.7,2024-01-09 17:12:36 UTC,G2: V&V - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G2: V&V - SW Embarcado,,,
Isabella Butler,50041753,52434613691,ENGENHEIRO,Não,isabella.butler@situated.com.br,Belo Horizonte,Próprio,57087628615,7:00:00,17:00:00,V&V SW - Aeronaves Militares,11-01-17,2024-01-09 17:06:35 UTC,Bruce Cole,2,2,4,3,2,2.6,2024-01-09 17:06:35 UTC,3,3,5,5,2,3.6,3.1,2024-01-09 17:06:35 UTC,Aviação Militar: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Militar,V&V: Aviação Militar,,,
Lauren Singh,50041031,55637486697,ENGENHEIRO,Não,lauren.singh@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,07-12-17,2024-02-21 17:15:14 UTC,Susan Carter,11,10,9,9,9,9.6,2024-02-21 17:15:14 UTC,10,10,11,9,10,10,9.8,2024-02-21 17:15:14 UTC,,,,,,,
David Bennett,50037322,44574740612,SUPERVISOR TÉCNICO,Sim,david.bennett@situated.com.br,Belo Horizonte,Próprio,77163080689,7:00:00,17:00:00,Supervisor DEV - Aeronaves Militares,03-01-16,2024-01-09 18:33:20 UTC,James Miller,11,11,9,9,10,10,2024-01-09 18:33:20 UTC,10,9,10,9,8,9.2,9.6,2024-01-09 18:33:20 UTC,DEV: Aviação Militar,Expandido de Gestor,G1: DEV - SW Embarcado,DEV: Aviação Militar,,,
Isla Murphy,50050769,50119924625,ENGENHEIRO,Não,isla.murphy@situated.com.br,Belo Horizonte,Próprio,57087628615,7:00:00,17:00:00,V&V SW - Aeronaves Militares,09-10-20,2024-01-09 17:06:36 UTC,Bruce Cole,5,4,5,3,3,4,2024-01-09 17:06:36 UTC,4,3,4,3,3,3.4,3.7,2024-01-09 17:06:36 UTC,Aviação Militar: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Militar,V&V: Aviação Militar,,,
Philip O'neill,50041482,59085235693,ENGENHEIRO,Não,philip.oneill@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,09-15-17,2024-01-24 12:57:46 UTC,Susan Carter,8,8,8,8,8,8,2024-01-24 12:57:46 UTC,9,9,7,8,6,7.8,7.9,2024-01-24 12:57:46 UTC,,,,,,,
Robert Evans,50024584,68460533603,SUPERVISOR TÉCNICO,Sim,robert.evans@situated.com.br,Belo Horizonte,Próprio,56376672680,7:00:00,17:00:00,Supervisor V&V - Aeronaves Civis,12-17-12,2024-01-09 17:04:23 UTC,Theresa Jones,12,11,11,11,11,11.2,2024-01-09 17:04:23 UTC,11,11,11,10,11,10.8,11,2024-01-09 17:04:23 UTC,V&V: Aviação Civil,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Civil,,,
Isla Murphy,50050769,50119924625,ENGENHEIRO,Não,isla.murphy@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,09-10-20,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Arthur Cox,50053205,70439261651,ENGENHEIRO,Não,arthur.cox@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-06-27 12:54:14 UTC,Susan Carter,8,9,8,9,10,8.8,2023-06-27 12:54:14 UTC,10,10,11,9,10,10,0,2023-06-27 12:54:14 UTC,,,,,,,
Stephanie Ross,50048556,43073770607,ENGENHEIRO,Não,stephanie.ross@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-18,2023-04-06 20:54:03 UTC,Susan Carter,8,7,5,8,6,6.8,2023-04-06 20:54:03 UTC,9,9,7,8,6,7.8,7.3,2023-04-06 20:54:03 UTC,,,,,,,
Stephanie Ross,50048556,43073770607,ENGENHEIRO,Não,stephanie.ross@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,03-09-18,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Jesse Dixon,50041847,93389678670,ENGENHEIRO,Não,jesse.dixon@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-01-17,2023-03-29 13:18:28 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Jesse Dixon,50041847,93389678670,ENGENHEIRO,Não,jesse.dixon@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-03-29 13:18:28 UTC,,9,8,5,5,6,6.6,2023-03-29 13:18:28 UTC,9,9,7,8,6,7.8,0,2023-03-29 13:18:28 UTC,,,,,,,
Emma Parker,50052523,53421937613,ENGENHEIRO,Não,emma.parker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,03-09-21,2023-03-29 13:18:28 UTC,,11,10,9,9,9,9.6,2023-03-29 13:18:28 UTC,9,9,7,8,6,7.8,0,2023-03-29 13:18:28 UTC,,,,,,,
Emma Parker,50052523,53421937613,ENGENHEIRO,Não,emma.parker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,03-09-21,2023-03-29 13:18:28 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
